"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"126";3,65;0,157;"NFYB (directAnnotation). ";7;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG1;OLIG2;TSPYL2"
"127";3,64;0,157;"CEBPZ (directAnnotation). ";6;"DNAJB1;HSPA1A;HSPA1B;OLIG1;OLIG2;TSPYL2"
"128";3,64;0,157;"";10;"BAG3;HILPDA;HSPA1A;HSPA1B;HSPB1;IER5;OLIG1;OLIG2;PDK1;SLC5A3"
"129";3,58;0,155;"";7;"DNAJB4;HSPA1A;HSPA1B;OLIG2;SERPINH1;SLC5A3;TSPYL2"
"130";3,56;0,154;"NFYB; POLE3 (inferredBy_Orthology). ";5;"DNAJB1;HSPA1A;HSPA1B;OLIG2;TSPYL2"
"131";3,54;0,153;"NFYB; POLE3 (inferredBy_Orthology). ";6;"DNAJB1;HSPA1A;HSPA1B;IER5;OLIG2;TSPYL2"
"132";3,53;0,153;"ZNF334 (directAnnotation). ";4;"BAG3;DNAJA4;HSPB1;OLIG1"
"133";3,46;0,151;"";9;"BAG3;HILPDA;HSPA1A;HSPA1B;HSPB1;OLIG1;OLIG2;PDK1;SLC5A3"
"134";3,46;0,151;"";4;"DNAJB1;HSPA1A;HSPA1B;TSPYL2"
"135";3,42;0,149;"E2F3 (directAnnotation). ";5;"DNAJB4;HSPD1;HSPH1;OLIG1;PDK1"
