"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"40";3,4;0,179;"GATA1; GATA2; GATA3; GATA4; GATA5; GATA6; TRPS1 (inferredBy_Orthology). ";8;"ARID3A;BCL11A;KDM6B;NFATC1;NR4A3;PRDM1;PRDM8;REV3L"
"41";3,38;0,179;"";14;"ARID3A;BCL11A;CCDC71L;EIF4E;KDM6B;LPXN;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM8;REV3L;SFMBT2;UBASH3B"
"42";3,37;0,178;"TEAD1; TEAD2; TEAD3; TEAD4 (inferredBy_Orthology). ";13;"ARID3A;GFOD1;MAFF;NFATC1;NR4A3;PRDM1;PRDM8;RBBP8;REV3L;SFMBT2;SLC16A6;UBASH3B;ZSCAN5A"
"43";3,34;0,177;"";23;"ARID3A;BCL11A;CCDC71L;DUSP2;EIF4E;GFOD1;INSIG1;KDM6B;LPXN;MAFF;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;RBBP8;REV3L;SFMBT2;SLC16A6;TIPARP;ZSCAN5A"
"44";3,33;0,177;"E2F4 (directAnnotation). ";11;"ARID3A;BCL11A;CCDC71L;CDK1;NFKBID;NR4A3;PRDM1;PRDM8;REV3L;SFMBT2;UBASH3B"
"45";3,33;0,177;"E2F1; POU3F2 (directAnnotation). ";11;"BCL11A;EIF4E;GFOD1;MAFF;NR4A3;PRDM1;PRDM8;RASGRP3;SFMBT2;UBASH3B;ZSCAN5A"
"46";3,32;0,177;"SPI1 (inferredBy_Orthology). ";9;"DUSP2;IL10;KDM6B;MMP19;NFKBID;PHLDB1;PRDM1;PRDM8;UBASH3B"
"47";3,3;0,176;"SPI1 (inferredBy_Orthology). ";8;"DUSP2;KDM6B;MMP19;NFKBID;PHLDB1;PRDM1;PRDM8;UBASH3B"
"48";3,3;0,176;"GATA5 (directAnnotation). ";11;"ARID3A;BCL11A;EREG;GFOD1;NFATC1;PRDM1;PRDM8;RASGRP3;SFMBT2;SLC16A6;UBASH3B"
"49";3,3;0,176;"";7;"ADA;KDM6B;MAFF;NFKBID;PRDM8;SFMBT2;ZSCAN5A"
"50";3,3;0,176;"REL; RELA; RELB (inferredBy_Orthology). ";7;"BCL11A;GFOD1;NFATC1;NR4A3;PRDM1;REV3L;SFMBT2"
